label,REAL.DEPTH
Micropsectra radialis,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Fragmented hc,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Background,146.5
Background,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Blurry specimens,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Blurry specimens,146.5
Background,146.5
Fragmented hc,146.5
Multiple,146.5
Particles,146.5
Background,146.5
Micropsectra radialis,146.5
Particles,146.5
Background,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Corynoneura spp,146.5
Fragmented hc,146.5
Background,146.5
Psectrocladius spp,146.5
Blurry specimens,146.5
Orthocladiinae Diamesinae,146.5
Particles,146.5
Background,146.5
unsure,146.5
Particles,146.5
Multiple,146.5
Background,146.5
Background,146.5
Micropsectra radialis,146.5
Background,146.5
Micropsectra radialis,146.5
Fragmented hc,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Background,146.5
Blurry specimens,146.5
Micropsectra radialis,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Micropsectra radialis,146.5
Background,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Fragmented hc,146.5
Particles,146.5
Fragmented hc,146.5
Particles,146.5
Particles,146.5
Corynoneura spp,146.5
Particles,146.5
Particles,146.5
Background,146.5
Orthocladiinae Diamesinae,146.5
Pollen,146.5
Background,146.5
Background,146.5
Background,146.5
Heterotrissocladius marcidus,146.5
Diatom,146.5
Micropsectra radialis,146.5
Micropsectra radialis,146.5
Micropsectra radialis,146.5
Pollen,146.5
Heterotrissocladius marcidus,146.5
Background,146.5
Fragmented hc,146.5
Background,146.5
Blurry specimens,146.5
Micropsectra radialis,146.5
Micropsectra radialis,146.5
Pollen,146.5
Background,146.5
Background,146.5
Background,146.5
Orthocladiinae Diamesinae,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Micropsectra radialis,146.5
Pollen,146.5
Background,146.5
Background,146.5
Pollen,146.5
Particles,146.5
Particles,146.5
Fragmented hc,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Fragmented hc,146.5
Particles,146.5
Particles,146.5
Multiple,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Background,146.5
Background,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Blurry specimens,146.5
Heterotrissocladius marcidus,146.5
Particles,146.5
Particles,146.5
Background,146.5
Fragmented hc,146.5
Micropsectra radialis,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Fragmented hc,146.5
Particles,146.5
Psectrocladius spp,146.5
Micropsectra radialis,146.5
Fragmented hc,146.5
Fragmented hc,146.5
Background,146.5
Particles,146.5
Micropsectra radialis,146.5
Micropsectra radialis,146.5
Background,146.5
Particles,146.5
Micropsectra radialis,146.5
Psectrocladius spp,146.5
Particles,146.5
Background,146.5
Background,146.5
Particles,146.5
Particles,146.5
Fragmented hc,146.5
Background,146.5
Micropsectra radialis,146.5
Background,146.5
Background,146.5
Particles,146.5
Background,146.5
Background,146.5
Multiple,146.5
Blurry specimens,146.5
unsure,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Background,146.5
Background,146.5
Micropsectra radialis,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Particles,146.5
Background,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Micropsectra radialis,146.5
Background,146.5
Background,146.5
Particles,146.5
Pollen,146.5
Particles,146.5
Micropsectra radialis,146.5
Background,146.5
Background,146.5
Fragmented hc,146.5
Micropsectra radialis,146.5
Micropsectra radialis,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Fragmented hc,146.5
Fragmented hc,146.5
Particles,146.5
