Taxa,Depth below sediment water interface (cm)
Microtendipes,1082.5
Microtendipes,1082.5
Micropsectra insignilobus,1082.5
Tanytarsus lugens,1082.5
Chaoborus mandible,1082.5
Particles,1082.5
Blurry specimens,1084.5
Fragmented hc,1084.5
Blurry specimens,1084.5
Blurry specimens,1084.5
Background,1084.5
Particles,1084.5
Fragmented hc,1084.5
Mentum,1084.5
Chironomus spp,1084.5
Tanytarsus spp,1084.5
Blurry specimens,1084.5
Micropsectra radialis,1084.5
Pseudochironomus spp,1084.5
Blurry specimens,1084.5
Acari spp,1084.5
Blurry specimens,1084.5
Polypedilum spp,1084.5
Acari spp,1084.5
Blurry specimens,1084.5
Chironomus spp,1084.5
Blurry specimens,1084.5
Acari spp,1084.5
Micropsectra insignilobus,1084.5
Corynoneura spp,1084.5
Fragmented hc,1084.5
Fragmented hc,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Micropsectra radialis,1084.5
Tanytarsus spp,1084.5
Blurry specimens,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Chironomus spp,1084.5
Blurry specimens,1084.5
Dicrotendipes spp,1084.5
Particles,1084.5
Limnophyes type,1084.5
Acari spp,1084.5
Chironomus spp,1084.5
Paratanytarsus austriacus,1084.5
Fragmented hc,1084.5
Blurry specimens,1084.5
Mandible,1084.5
Microtendipes,1084.5
Blurry specimens,1084.5
Blurry specimens,1084.5
Blurry specimens,1084.5
Particles,1084.5
Particles,1084.5
Blurry specimens,1084.5
Acari spp,1084.5
Particles,1084.5
Microtendipes,1084.5
Microtendipes,1084.5
Microtendipes,1084.5
Micropsectra insignilobus,1084.5
Corynoneura spp,1084.5
Microtendipes,1084.5
Limnophyes type,1084.5
Chironomus spp,1084.5
Tanypodinae,1084.5
Micropsectra insignilobus,1084.5
Pseudochironomus spp,1084.5
Fragmented hc,1084.5
Micropsectra insignilobus,1084.5
Acari spp,1084.5
Microtendipes,1084.5
Pseudochironomus spp,1084.5
Microtendipes,1084.5
Micropsectra insignilobus,1084.5
Corynoneura spp,1084.5
Heterotrissocladius marcidus,1084.5
Blurry specimens,1084.5
Particles,1084.5
Tanytarsus lugens,1084.5
Dicrotendipes spp,1084.5
Particles,1084.5
Chironomus spp,1084.5
Micropsectra insignilobus,1084.5
Microtendipes,1084.5
Blurry specimens,1084.5
Pseudochironomus spp,1084.5
Microtendipes,1084.5
Blurry specimens,1084.5
Mentum,1084.5
Blurry specimens,1084.5
Blurry specimens,1084.5
Particles,1084.5
Chironomus spp,1084.5
Pseudochironomus spp,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Microtendipes,1084.5
Particles,1084.5
Polypedilum spp,1084.5
Corynoneura spp,1084.5
Acari spp,1084.5
Acari spp,1084.5
Acari spp,1084.5
Tanytarsus lugens,1084.5
Mentum,1084.5
Particles,1084.5
Micropsectra insignilobus,1084.5
Microtendipes,1084.5
Microtendipes,1084.5
Fragmented hc,1084.5
Background,1084.5
Mentum,1084.5
Microtendipes,1084.5
Blurry specimens,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Mentum,1084.5
Particles,1084.5
Microtendipes,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Pseudochironomus spp,1084.5
Fragmented hc,1084.5
Particles,1084.5
Fragmented hc,1084.5
Acari spp,1084.5
Acari spp,1084.5
Acari spp,1084.5
Tanytarsus lugens,1084.5
Fragmented hc,1084.5
Microtendipes,1084.5
Blurry specimens,1084.5
Chironomus spp,1084.5
Microtendipes,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Fragmented hc,1084.5
others,1084.5
Acari spp,1084.5
Micropsectra insignilobus,1084.5
Tanytarsus lugens,1084.5
Chaoborus mandible,1084.5
Particles,1084.5
Background,1084.5
Micropsectra insignilobus,1084.5
Particles,1084.5
Particles,1084.5
Microtendipes,1084.5
Chironomus spp,1084.5
Blurry specimens,1084.5
Chironomus spp,1084.5
Microtendipes,1084.5
Fragmented hc,1084.5
Microtendipes,1084.5
Fragmented hc,1084.5
Micropsectra insignilobus,1084.5
Mentum,1084.5
Background,1084.5
Fragmented hc,1084.5
Fragmented hc,1084.5
Chaoborus th,1084.5
Particles,1084.5
Pseudochironomus spp,1084.5
Microtendipes,1084.5
Acari spp,1084.5
Tanytarsus lugens,1084.5
Chironomus spp,1084.5
Chironomus spp,1084.5
Microtendipes,1084.5
Particles,1084.5
Blurry specimens,1084.5
Diatom,1084.5
Micropsectra insignilobus,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Paratanytarsus austriacus,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Microtendipes,1084.5
Particles,1084.5
Particles,1084.5
Micropsectra insignilobus,1084.5
Microtendipes,1084.5
Microtendipes,1084.5
Microtendipes,1084.5
Microtendipes,1084.5
Stictochironomus rosenschoeldi,1084.5
Background,1084.5
Mentum,1084.5
Blurry specimens,1084.5
Microtendipes,1084.5
Chironomus spp,1084.5
Mentum,1084.5
Paratanytarsus austriacus,1084.5
Microtendipes,1084.5
Microtendipes,1084.5
Fragmented hc,1084.5
Tanytarsus lugens,1084.5
Acari spp,1084.5
Tanytarsus lugens,1084.5
Microtendipes,1084.5
Fragmented hc,1084.5
Stictochironomus rosenschoeldi,1084.5
Fragmented hc,1084.5
Blurry specimens,1084.5
Acari spp,1084.5
Acari spp,1084.5
Particles,1084.5
Particles,1084.5
Particles,1084.5
Psectrocladius spp,1084.5
Fragmented hc,1084.5
Fragmented hc,1084.5
Microtendipes,1084.5
Diatom,1084.5
Orthocladiinae Diamesinae,1084.5
Microtendipes,1084.5
Blurry specimens,1084.5
Mentum,1084.5
Microtendipes,1084.5
Particles,1084.5
Fragmented hc,1084.5
Fragmented hc,1084.5
Acari spp,1084.5
Paratanytarsus austriacus,1084.5
Blurry specimens,1084.5
Particles,1084.5
Diatom,1084.5
Fragmented hc,1084.5
Acari spp,1084.5
Micropsectra insignilobus,1084.5
Microtendipes,1084.5
Particles,1084.5
Fragmented hc,1084.5
Fragmented hc,1084.5
Acari spp,1084.5
Particles,1084.5
Acari spp,1084.5
Microtendipes,1086.5
Particles,1086.5
Chironomus spp,1086.5
Chironomus spp,1086.5
Fragmented hc,1086.5
Mentum,1086.5
Particles,1086.5
Particles,1086.5
Microtendipes,1086.5
Mentum,1086.5
Fragmented hc,1086.5
Fragmented hc,1086.5
Microtendipes,1086.5
Chironomus spp,1086.5
Microtendipes,1086.5
Microtendipes,1086.5
Chironomus spp,1086.5
Blurry specimens,1086.5
unsure,1086.5
Chironomus spp,1086.5
Tanytarsus spp,1086.5
Particles,1086.5
Fragmented hc,1086.5
Chironomus spp,1086.5
Fragmented hc,1086.5
Blurry specimens,1086.5
Background,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Mentum,1086.5
Mentum,1086.5
Micropsectra insignilobus,1086.5
Corynoneura spp,1086.5
Particles,1086.5
Chironomus spp,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Particles,1086.5
Fragmented hc,1086.5
Background,1086.5
Background,1086.5
Tanytarsus lugens,1086.5
Pseudochironomus spp,1086.5
Particles,1086.5
Microtendipes,1086.5
Particles,1086.5
Microtendipes,1086.5
Acari spp,1086.5
Microtendipes,1086.5
Particles,1086.5
Pseudochironomus spp,1086.5
Limnophyes type,1086.5
Particles,1086.5
Psectrocladius spp,1086.5
Mentum,1086.5
unsure,1086.5
Particles,1086.5
Particles,1086.5
Fragmented hc,1086.5
Blurry specimens,1086.5
Psectrocladius spp,1086.5
Microtendipes,1086.5
Pseudochironomus spp,1086.5
Stictochironomus rosenschoeldi,1086.5
Blurry specimens,1086.5
Psectrocladius spp,1086.5
Fragmented hc,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Microtendipes,1086.5
Microtendipes,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Particles,1086.5
Mentum,1086.5
Particles,1086.5
Tanytarsus lugens,1086.5
Particles,1086.5
Micropsectra insignilobus,1086.5
Tanytarsus lugens,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Particles,1086.5
Background,1086.5
Pseudochironomus spp,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Fragmented hc,1086.5
others,1086.5
Blurry specimens,1086.5
Tanypodinae,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Chironomus spp,1086.5
Fragmented hc,1086.5
Chironomus spp,1086.5
Psectrocladius spp,1086.5
Limnophyes type,1086.5
Blurry specimens,1086.5
Particles,1086.5
Fragmented hc,1086.5
Mentum,1086.5
Fragmented hc,1086.5
Chaoborus mandible,1086.5
Stictochironomus rosenschoeldi,1086.5
Paratanytarsus austriacus,1086.5
Microtendipes,1086.5
Stictochironomus rosenschoeldi,1086.5
Microtendipes,1086.5
Orthocladiinae Diamesinae,1086.5
Microtendipes,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Microtendipes,1086.5
Fragmented hc,1086.5
Mentum,1086.5
Acari spp,1087.5
Chironomus spp,1087.5
Microtendipes,1087.5
Mentum,1087.5
Fragmented hc,1087.5
Dicrotendipes spp,1087.5
Chironomus spp,1087.5
Fragmented hc,1087.5
Fragmented hc,1087.5
Fragmented hc,1087.5
Particles,1087.5
Microtendipes,1087.5
Blurry specimens,1087.5
Microtendipes,1087.5
Microtendipes,1087.5
Acari spp,1087.5
Acari spp,1087.5
Dicrotendipes spp,1087.5
Chironomus spp,1087.5
Mentum,1087.5
Blurry specimens,1087.5
Particles,1087.5
Mentum,1087.5
Fragmented hc,1087.5
Chaoborus mandible,1087.5
Acari spp,1087.5
Particles,1087.5
Acari spp,1087.5
Chironomus spp,1087.5
Microtendipes,1087.5
Particles,1087.5
Particles,1087.5
Paratanytarsus austriacus,1087.5
Microtendipes,1087.5
Mentum,1087.5
Fragmented hc,1087.5
Particles,1087.5
Particles,1087.5
Microtendipes,1087.5
Acari spp,1087.5
Pseudochironomus spp,1087.5
Microtendipes,1087.5
Particles,1087.5
Particles,1087.5
Particles,1087.5
Pseudochironomus spp,1087.5
Paratanytarsus austriacus,1087.5
Fragmented hc,1087.5
Chaoborus mandible,1087.5
Tanytarsus lugens,1087.5
Particles,1087.5
Micropsectra insignilobus,1087.5
Blurry specimens,1087.5
Particles,1087.5
Acari spp,1087.5
Microtendipes,1087.5
Acari spp,1087.5
Mentum,1087.5
Background,1087.5
Fragmented hc,1087.5
Particles,1087.5
Fragmented hc,1087.5
Microtendipes,1087.5
Mentum,1087.5
Fragmented hc,1087.5
Particles,1087.5
Mentum,1087.5
Particles,1087.5
Blurry specimens,1087.5
Psectrocladius spp,1087.5
Fragmented hc,1087.5
others,1087.5
Particles,1087.5
Acari spp,1087.5
Microtendipes,1089.5
Mentum,1089.5
Paratanytarsus austriacus,1089.5
Microtendipes,1089.5
Microtendipes,1089.5
Acari spp,1089.5
Microtendipes,1089.5
Pollen,1089.5
Chironomus spp,1089.5
Chironomus spp,1089.5
Blurry specimens,1089.5
Chironomus spp,1089.5
Fragmented hc,1089.5
Chironomus spp,1089.5
Mentum,1089.5
Microtendipes,1089.5
Blurry specimens,1089.5
Pseudochironomus spp,1089.5
Blurry specimens,1089.5
Microtendipes,1089.5
Fragmented hc,1089.5
Pseudochironomus spp,1089.5
Chironomus spp,1089.5
others,1089.5
Microtendipes,1089.5
Microtendipes,1089.5
Polypedilum spp,1089.5
Microtendipes,1089.5
Microtendipes,1089.5
Mentum,1089.5
Microtendipes,1089.5
Mentum,1089.5
Particles,1089.5
Pseudochironomus spp,1089.5
Mentum,1089.5
Limnophyes type,1089.5
Chironomus spp,1089.5
Chironomus spp,1089.5
Fragmented hc,1089.5
Blurry specimens,1089.5
Chironomus spp,1089.5
Blurry specimens,1089.5
Particles,1089.5
Fragmented hc,1089.5
Blurry specimens,1089.5
Fragmented hc,1089.5
Fragmented hc,1089.5
Background,1089.5
Fragmented hc,1089.5
Particles,1089.5
Paratanytarsus austriacus,1089.5
Particles,1089.5
Microtendipes,1089.5
Paratanytarsus austriacus,1089.5
Tanytarsus lugens,1089.5
Particles,1089.5
Mentum,1089.5
Paratanytarsus austriacus,1089.5
Chironomus spp,1089.5
Fragmented hc,1089.5
Fragmented hc,1089.5
Pseudochironomus spp,1089.5
Microtendipes,1089.5
Particles,1089.5
Diatom,1089.5
Mentum,1089.5
Mentum,1089.5
Particles,1089.5
Particles,1089.5
Fragmented hc,1089.5
Chironomus spp,1091.5
Mentum,1091.5
Blurry specimens,1091.5
Blurry specimens,1091.5
Micropsectra insignilobus,1091.5
Microtendipes,1091.5
Fragmented hc,1091.5
Particles,1091.5
Chironomus spp,1091.5
Background,1091.5
Microtendipes,1091.5
Fragmented hc,1091.5
Particles,1091.5
Blurry specimens,1091.5
Mentum,1091.5
Polypedilum spp,1091.5
Fragmented hc,1091.5
Fragmented hc,1091.5
Chironomus spp,1091.5
Mentum,1091.5
Multiple,1091.5
Psectrocladius spp,1091.5
Microtendipes,1091.5
Fragmented hc,1091.5
Fragmented hc,1091.5
Blurry specimens,1091.5
Microtendipes,1091.5
Chironomus spp,1091.5
Fragmented hc,1091.5
Micropsectra insignilobus,1091.5
Chironomus spp,1091.5
Blurry specimens,1092.5
Chironomus spp,1092.5
Microtendipes,1092.5
Blurry specimens,1092.5
Paratanytarsus austriacus,1092.5
Tanytarsus spp,1092.5
Chironomus spp,1092.5
Particles,1092.5
Paratanytarsus austriacus,1092.5
Dicrotendipes spp,1092.5
Particles,1092.5
Micropsectra insignilobus,1092.5
Fragmented hc,1092.5
Paratanytarsus austriacus,1092.5
Mentum,1092.5
Fragmented hc,1092.5
Tanypodinae,1092.5
Mentum,1092.5
unsure,1092.5
Particles,1092.5
Microtendipes,1092.5
Particles,1092.5
Corynoneura spp,1092.5
Microtendipes,1092.5
Microtendipes,1092.5
Particles,1092.5
Fragmented hc,1092.5
Mentum,1092.5
Fragmented hc,1092.5
Fragmented hc,1092.5
Blurry specimens,1092.5
Chironomus spp,1092.5
Microtendipes,1092.5
Fragmented hc,1092.5
Particles,1092.5
Fragmented hc,1092.5
Pseudochironomus spp,1092.5
Microtendipes,1092.5
Fragmented hc,1092.5
Mentum,1092.5
Particles,1092.5
Chaoborus mandible,1092.5
Microtendipes,1092.5
Fragmented hc,1092.5
Fragmented hc,1092.5
unsure,1092.5
Acari spp,1092.5
Fragmented hc,1092.5
Acari spp,1092.5
Fragmented hc,1092.5
Fragmented hc,1092.5
Particles,1092.5
Microtendipes,1092.5
Microtendipes,1092.5
Fragmented hc,1092.5
Mentum,1092.5
Microtendipes,1092.5
Fragmented hc,1092.5
Mentum,1092.5
unsure,1092.5
Blurry specimens,1092.5
Blurry specimens,1092.5
Tanypodinae,1092.5
Blurry specimens,1092.5
Microtendipes,1092.5
Fragmented hc,1092.5
Fragmented hc,1092.5
Paratanytarsus austriacus,1092.5
Microtendipes,1092.5
Microtendipes,1092.5
Blurry specimens,1092.5
Microtendipes,1092.5
Tanytarsus spp,1092.5
Pseudochironomus spp,1092.5
Blurry specimens,1092.5
Micropsectra insignilobus,1092.5
Fragmented hc,1092.5
Particles,1092.5
Paratanytarsus austriacus,1092.5
Particles,1092.5
Microtendipes,1092.5
Microtendipes,1092.5
Paratanytarsus austriacus,1092.5
Fragmented hc,1092.5
Blurry specimens,1092.5
Chironomus spp,1092.5
Acari spp,1092.5
Mandible,1092.5
Tanypodinae,1092.5
Microtendipes,1092.5
Fragmented hc,1092.5
Microtendipes,1092.5
Microtendipes,1092.5
Fragmented hc,1092.5
Tanytarsus lugens,1092.5
Microtendipes,1092.5
Chironomus spp,1092.5
Mentum,1092.5
Fragmented hc,1092.5
Microtendipes,1092.5
Chaoborus mandible,1092.5
Corynoneura spp,1092.5
Microtendipes,1092.5
Background,1092.5
Microtendipes,1092.5
Microtendipes,1092.5
Background,1092.5
Microtendipes,1092.5
Chironomus spp,1092.5
Blurry specimens,1092.5
Microtendipes,1092.5
Blurry specimens,1092.5
Micropsectra insignilobus,1092.5
Chironomus spp,1092.5
Microtendipes,1092.5
Chironomus spp,1092.5
Micropsectra insignilobus,1092.5
Micropsectra insignilobus,1092.5
Chironomus spp,1092.5
Microtendipes,1092.5
Microtendipes,1092.5
Pseudochironomus spp,1092.5
Micropsectra insignilobus,1092.5
Blurry specimens,1092.5
Microtendipes,1092.5
Blurry specimens,1092.5
Chironomus spp,1092.5
Tanytarsus lugens,1092.5
Chironomus spp,1092.5
Microtendipes,1092.5
Chironomus spp,1092.5
Chironomus spp,1092.5
Microtendipes,1092.5
Chironomus spp,1092.5
Microtendipes,1092.5
Particles,1093.5
Microtendipes,1093.5
Acari spp,1093.5
Fragmented hc,1093.5
Pseudochironomus spp,1093.5
Micropsectra insignilobus,1093.5
Microtendipes,1093.5
Particles,1093.5
Blurry specimens,1093.5
Corynoneura spp,1093.5
Fragmented hc,1093.5
Fragmented hc,1093.5
Microtendipes,1093.5
Mentum,1093.5
Fragmented hc,1093.5
Microtendipes,1093.5
Microtendipes,1093.5
Background,1093.5
Fragmented hc,1093.5
Acari spp,1093.5
Chaoborus th,1093.5
Acari spp,1093.5
Microtendipes,1093.5
Fragmented hc,1093.5
Micropsectra insignilobus,1093.5
Microtendipes,1093.5
Microtendipes,1093.5
Chaoborus mandible,1093.5
Fragmented hc,1093.5
Paratanytarsus austriacus,1095.5
Microtendipes,1095.5
Mentum,1095.5
Microtendipes,1095.5
Fragmented hc,1095.5
Blurry specimens,1095.5
Pseudochironomus spp,1095.5
Microtendipes,1095.5
Particles,1095.5
Micropsectra insignilobus,1095.5
Microtendipes,1095.5
Micropsectra insignilobus,1095.5
Blurry specimens,1095.5
Blurry specimens,1095.5
Pseudochironomus spp,1095.5
Mandible,1095.5
Dicrotendipes spp,1095.5
Microtendipes,1095.5
Psectrocladius spp,1095.5
Paratanytarsus austriacus,1095.5
Blurry specimens,1095.5
Blurry specimens,1095.5
Fragmented hc,1095.5
Mentum,1095.5
Blurry specimens,1095.5
Blurry specimens,1095.5
Blurry specimens,1095.5
Microtendipes,1095.5
Particles,1095.5
Tanytarsus lugens,1095.5
unsure,1095.5
Psectrocladius spp,1095.5
Blurry specimens,1095.5
Fragmented hc,1095.5
Blurry specimens,1095.5
Background,1095.5
Tanytarsus lugens,1095.5
Pseudochironomus spp,1095.5
Microtendipes,1095.5
Fragmented hc,1095.5
Blurry specimens,1095.5
Tanytarsus spp,1095.5
Blurry specimens,1095.5
Blurry specimens,1095.5
Particles,1096.5
Background,1096.5
Limnophyes type,1096.5
Blurry specimens,1096.5
Microtendipes,1096.5
Background,1096.5
Mentum,1096.5
Blurry specimens,1096.5
Fragmented hc,1096.5
Background,1096.5
Particles,1096.5
Microtendipes,1096.5
Background,1096.5
Pseudochironomus spp,1096.5
Particles,1096.5
Microtendipes,1096.5
Dicrotendipes spp,1096.5
Blurry specimens,1096.5
Microtendipes,1096.5
Blurry specimens,1096.5
Microtendipes,1096.5
Microtendipes,1096.5
Fragmented hc,1096.5
Fragmented hc,1096.5
Fragmented hc,1096.5
Fragmented hc,1096.5
Fragmented hc,1096.5
Pseudochironomus spp,1096.5
Background,1096.5
Tanytarsus lugens,1096.5
Mentum,1096.5
Microtendipes,1096.5
Micropsectra insignilobus,1096.5
Background,1096.5
Particles,1096.5
Particles,1096.5
Fragmented hc,1096.5
Blurry specimens,1096.5
Background,1096.5
Tanytarsus lugens,1096.5
Psectrocladius spp,1096.5
Microtendipes,1096.5
Background,1096.5
Background,1096.5
Fragmented hc,1097.5
Microtendipes,1097.5
Fragmented hc,1097.5
Fragmented hc,1097.5
Background,1097.5
Background,1097.5
Blurry specimens,1097.5
Micropsectra insignilobus,1097.5
Microtendipes,1097.5
Microtendipes,1097.5
Microtendipes,1097.5
Fragmented hc,1097.5
Background,1097.5
Multiple,1097.5
Fragmented hc,1097.5
Mentum,1097.5
Fragmented hc,1097.5
Blurry specimens,1097.5
Microtendipes,1097.5
Microtendipes,1097.5
Fragmented hc,1097.5
Microtendipes,1097.5
Background,1097.5
Microtendipes,1097.5
Background,1097.5
Microtendipes,1097.5
Microtendipes,1097.5
Fragmented hc,1097.5
Background,1097.5
Microtendipes,1097.5
Mentum,1097.5
Microtendipes,1097.5
Pseudochironomus spp,1097.5
Fragmented hc,1097.5
Particles,1097.5
Background,1097.5
Blurry specimens,1097.5
Tanypodinae,1097.5
Microtendipes,1097.5
Acari spp,1097.5
Background,1097.5
Blurry specimens,1097.5
Mentum,1097.5
Mentum,1097.5
Background,1097.5
Fragmented hc,1097.5
Chaoborus mandible,1097.5
Particles,1097.5
Blurry specimens,1097.5
Mentum,1097.5
Microtendipes,1097.5
Blurry specimens,1097.5
Blurry specimens,1097.5
Blurry specimens,1097.5
Pseudochironomus spp,1097.5
Background,1097.5
Pseudochironomus spp,1097.5
Blurry specimens,1097.5
Micropsectra insignilobus,1097.5
Tanytarsus lugens,1097.5
Microtendipes,1097.5
Microtendipes,1097.5
Blurry specimens,1097.5
Pseudochironomus spp,1097.5
Blurry specimens,1097.5
Microtendipes,1097.5
Background,1097.5
Tanypodinae,1097.5
Fragmented hc,1097.5
Blurry specimens,1097.5
Blurry specimens,1097.5
Pseudochironomus spp,1097.5
Microtendipes,1097.5
Background,1097.5
Heterotrissocladius marcidus,1097.5
Micropsectra insignilobus,1097.5
Tanytarsus lugens,1097.5
unsure,1097.5
Pseudochironomus spp,1097.5
Fragmented hc,1097.5
Blurry specimens,1097.5
unsure,1097.5
Blurry specimens,1097.5
Blurry specimens,1097.5
Microtendipes,1097.5
Fragmented hc,1097.5
Blurry specimens,1097.5
Micropsectra insignilobus,1097.5
Background,1097.5
Tanytarsus spp,1097.5
Pseudochironomus spp,1097.5
Blurry specimens,1097.5
Microtendipes,1097.5
Blurry specimens,1097.5
Blurry specimens,1097.5
Acari spp,1099.5
Fragmented hc,1099.5
Blurry specimens,1099.5
Acari spp,1099.5
Acari spp,1099.5
Acari spp,1099.5
Acari spp,1099.5
Acari spp,1099.5
Acari spp,1099.5
Fragmented hc,1099.5
Particles,1099.5
Tanytarsus lugens,1099.5
Acari spp,1099.5
Fragmented hc,1099.5
Fragmented hc,1099.5
Background,1099.5
Acari spp,1099.5
Particles,1099.5
Acari spp,1099.5
Particles,1099.5
Blurry specimens,1099.5
Chironomus spp,1099.5
Background,1099.5
Background,1099.5
Mentum,1099.5
Background,1099.5
Acari spp,1099.5
Micropsectra insignilobus,1099.5
Acari spp,1099.5
Acari spp,1099.5
Fragmented hc,1099.5
Micropsectra insignilobus,1099.5
Tanytarsus lugens,1099.5
Acari spp,1099.5
Blurry specimens,1099.5
Acari spp,1099.5
Pseudochironomus spp,1099.5
Acari spp,1099.5
Acari spp,1099.5
Acari spp,1099.5
Acari spp,1099.5
Multiple,1100.5
Tanytarsus spp,1100.5
Particles,1100.5
Background,1100.5
Micropsectra insignilobus,1100.5
Background,1100.5
Blurry specimens,1100.5
Multiple,1100.5
Background,1100.5
Microtendipes,1100.5
Mentum,1100.5
Blurry specimens,1100.5
Microtendipes,1100.5
Acari spp,1100.5
Blurry specimens,1100.5
Acari spp,1100.5
Tanypodinae,1100.5
Blurry specimens,1100.5
Background,1100.5
Background,1100.5
Tanytarsus spp,1100.5
Acari spp,1100.5
Acari spp,1100.5
Dicrotendipes spp,1100.5
unsure,1100.5
Background,1100.5
Acari spp,1100.5
Micropsectra insignilobus,1100.5
Chaoborus mandible,1100.5
Fragmented hc,1100.5
Dicrotendipes spp,1100.5
Blurry specimens,1100.5
Stictochironomus rosenschoeldi,1100.5
Acari spp,1100.5
Micropsectra insignilobus,1100.5
Fragmented hc,1100.5
Blurry specimens,1100.5
Chaoborus mandible,1100.5
Acari spp,1100.5
Tanypodinae,1100.5
Acari spp,1100.5
Tanytarsus spp,1100.5
Tanytarsus lugens,1100.5
Blurry specimens,1100.5
Limnophyes type,1100.5
Micropsectra insignilobus,1100.5
Blurry specimens,1100.5
Blurry specimens,1100.5
Blurry specimens,1100.5
Blurry specimens,1100.5
Tanytarsus lugens,1100.5
Acari spp,1100.5
Tanytarsus lugens,1100.5
Mentum,1100.5
Tanytarsus spp,1100.5
Background,1100.5
Blurry specimens,1100.5
Acari spp,1100.5
Fragmented hc,1100.5
Microtendipes,1100.5
Tanytarsus lugens,1100.5
Micropsectra insignilobus,1100.5
Micropsectra insignilobus,1100.5
Blurry specimens,1100.5
Tanytarsus lugens,1100.5
Blurry specimens,1100.5
Particles,1100.5
Background,1100.5
Acari spp,1100.5
Multiple,1100.5
Fragmented hc,1100.5
Acari spp,1100.5
Pseudochironomus spp,1100.5
Acari spp,1100.5
Blurry specimens,1100.5
unsure,1100.5
Micropsectra insignilobus,1100.5
Blurry specimens,1100.5
Acari spp,1100.5
Blurry specimens,1100.5
Blurry specimens,1100.5
Background,1100.5
Mentum,1100.5
Tanytarsus lugens,1100.5
Pseudochironomus spp,1100.5
Micropsectra insignilobus,1100.5
Blurry specimens,1100.5
Pseudochironomus spp,1100.5
Mandible,1100.5
Tanypodinae,1100.5
Microtendipes,1100.5
Acari spp,1100.5
Tanytarsus lugens,1100.5
Pseudochironomus spp,1100.5
Dicrotendipes spp,1100.5
Fragmented hc,1100.5
Micropsectra insignilobus,1100.5
Background,1100.5
Acari spp,1100.5
Tanytarsus lugens,1100.5
Blurry specimens,1100.5
Tanytarsus spp,1100.5
Acari spp,1100.5
Blurry specimens,1100.5
Fragmented hc,1100.5
Blurry specimens,1100.5
Microtendipes,1100.5
Tanytarsus lugens,1100.5
Fragmented hc,1100.5
Tanytarsus spp,1100.5
Acari spp,1100.5
Acari spp,1100.5
Fragmented hc,1100.5
Chaoborus mandible,1100.5
Blurry specimens,1100.5
Micropsectra insignilobus,1100.5
Tanypodinae,1100.5
Chironomus spp,1100.5
Acari spp,1100.5
Blurry specimens,1100.5
Blurry specimens,1100.5
Acari spp,1100.5
Particles,1100.5
Particles,1100.5
Acari spp,1100.5
Tanytarsus lugens,1100.5
Acari spp,1100.5
Tanytarsus lugens,1100.5
Microtendipes,1100.5
Chironomus spp,1100.5
Chironomus spp,1100.5
Blurry specimens,1103.5
Blurry specimens,1103.5
Tanytarsus lugens,1103.5
Microtendipes,1103.5
Tanytarsus lugens,1103.5
Chaoborus mandible,1103.5
Blurry specimens,1103.5
Blurry specimens,1103.5
Tanytarsus spp,1103.5
Fragmented hc,1103.5
Blurry specimens,1103.5
Tanytarsus lugens,1103.5
Tanytarsus lugens,1103.5
Tanytarsus lugens,1103.5
Tanytarsus lugens,1103.5
Tanytarsus lugens,1103.5
Blurry specimens,1103.5
Dicrotendipes spp,1103.5
Tanytarsus spp,1103.5
Background,1103.5
Fragmented hc,1103.5
Tanytarsus lugens,1103.5
Tanytarsus lugens,1103.5
Tanytarsus lugens,1103.5
Tanytarsus lugens,1103.5
Tanytarsus lugens,1103.5
Microtendipes,1103.5
Blurry specimens,1103.5
Microtendipes,1103.5
Fragmented hc,1103.5
Pseudochironomus spp,1103.5
Acari spp,1103.5
Acari spp,1103.5
Tanytarsus spp,1103.5
Tanytarsus lugens,1103.5
Tanytarsus spp,1103.5
Blurry specimens,1103.5
Acari spp,1103.5
Pseudochironomus spp,1103.5
Microtendipes,1103.5
Micropsectra insignilobus,1103.5
Mentum,1103.5
Blurry specimens,1103.5
Background,1103.5
Microtendipes,1103.5
Tanytarsus lugens,1103.5
Particles,1103.5
Blurry specimens,1103.5
Tanytarsus lugens,1103.5
Background,1103.5
Micropsectra insignilobus,1103.5
Tanytarsus spp,1103.5
Blurry specimens,1103.5
Blurry specimens,1105.5
Fragmented hc,1105.5
Micropsectra insignilobus,1105.5
Tanytarsus spp,1105.5
Blurry specimens,1105.5
Chaoborus mandible,1105.5
Blurry specimens,1105.5
Micropsectra insignilobus,1105.5
